# Weather station Yahotyn, Ukraine, WMO_ID=33356,selection from 27.10.2017 till 27.10.2018, all days
# Encoding: ANSI
# The data is provided by the website "Reliable Prognosis", rp5.ua 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ua/archive.php?wmo_id=33356&lang=en
#
"Local time in Yahotyn";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"03.04.2018 03:00";"1.3";"748.1";"759.8";"";"94";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.04.2018 00:00";"2.7";"746.7";"758.3";"";"81";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.04.2018 21:00";"3.5";"745.2";"756.8";"";"73";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.04.2018 18:00";"4.1";"743.1";"754.6";"";"66";"Wind blowing from the south-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.04.2018 15:00";"5.3";"741.6";"753.1";"";"65";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.04.2018 12:00";"4.9";"740.8";"752.3";"";"67";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.04.2018 09:00";"4.3";"739.3";"750.8";"";"76";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.04.2018 06:00";"3.7";"737.8";"749.3";"";"88";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.04.2018 03:00";"6.1";"736.5";"747.8";"";"83";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.04.2018 00:00";"8.7";"736.6";"747.8";"";"74";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.04.2018 21:00";"10.2";"735.1";"746.3";"";"63";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.04.2018 18:00";"10.6";"735.2";"746.3";"";"57";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.04.2018 15:00";"8.1";"738.0";"749.3";"";"59";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.04.2018 12:00";"5.2";"740.2";"751.6";"";"74";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.04.2018 09:00";"3.7";"742.3";"753.8";"";"85";"Wind blowing from the south-east";"5";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"01.04.2018 06:00";"3.7";"743.1";"754.6";"";"85";"Wind blowing from the south-east";"4";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";"";
"01.04.2018 03:00";"4.3";"744.6";"756.1";"";"89";"Wind blowing from the south-east";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"01.04.2018 00:00";"6.3";"745.3";"756.8";"";"79";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"31.03.2018 21:00";"7.1";"745.4";"756.8";"";"81";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"31.03.2018 18:00";"5.3";"746.1";"757.6";"";"92";"Wind blowing from the east";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"4.2";"";"";"";"";"";"";"";
"31.03.2018 15:00";"4.5";"748.2";"759.8";"";"92";"Wind blowing from the south";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"31.03.2018 12:00";"3.5";"749.0";"760.6";"";"93";"Wind blowing from the south-east";"4";"";"";"";" ";"Shower(s).";"";"";"";"";"";"";"";"";"2.5";"";"";"";"";"";"";"";
"31.03.2018 09:00";"3.3";"749.6";"761.3";"";"91";"Wind blowing from the south-east";"5";"";"";"";" ";"Shower(s).";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";"";
"31.03.2018 06:00";"1.7";"749.6";"761.3";"";"98";"Wind blowing from the east";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"1.1";"";"";"";"";"";"";"";
"31.03.2018 03:00";"2.9";"751.1";"762.8";"";"98";"Wind blowing from the south";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"1.2";"";"";"";"";"";"";"";
"31.03.2018 00:00";"2.1";"751.1";"762.8";"";"96";"Wind blowing from the south";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"2.0";"";"";"";"";"";"";"";
"30.03.2018 21:00";"1.3";"751.0";"762.8";"";"96";"Wind blowing from the south";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"2.4";"";"";"";"";"";"";"";
"30.03.2018 18:00";"0.9";"751.0";"762.8";"";"94";"Wind blowing from the south-east";"5";"";"";"";" ";"Rain.";"";"";"";"";"";"";"";"";"3.6";"";"";"";"";"";"";"";
"30.03.2018 15:00";"0.8";"751.8";"763.6";"";"90";"Wind blowing from the south-east";"4";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";"";
"30.03.2018 12:00";"0.1";"753.2";"765.1";"";"86";"Wind blowing from the south-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.03.2018 09:00";"-2.0";"753.1";"765.1";"";"77";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.03.2018 06:00";"-3.0";"753.1";"765.1";"";"70";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.03.2018 03:00";"-2.6";"752.3";"764.3";"";"63";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.03.2018 00:00";"-1.8";"752.4";"764.3";"";"63";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"29.03.2018 21:00";"-0.6";"751.7";"763.6";"";"63";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"29.03.2018 18:00";"0.7";"750.3";"762.1";"";"52";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"29.03.2018 15:00";"0.3";"750.3";"762.1";"";"64";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"29.03.2018 12:00";"-0.8";"750.9";"762.8";"";"77";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"29.03.2018 09:00";"-1.0";"750.2";"762.1";"";"91";"Wind blowing from the east";"4";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"29.03.2018 06:00";"-0.8";"749.5";"761.3";"";"93";"Wind blowing from the north-east";"4";"";"";"";" ";"Snow and/or other types of solid precipitation";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
"29.03.2018 03:00";"0.0";"749.5";"761.3";"";"90";"Wind blowing from the north-east";"1";"";"";"";" ";"Snow and/or other types of solid precipitation";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"29.03.2018 00:00";"0.1";"749.5";"761.3";"";"74";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.03.2018 21:00";"0.9";"749.5";"761.3";"";"71";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.03.2018 18:00";"1.7";"749.6";"761.3";"";"67";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.03.2018 15:00";"2.1";"749.6";"761.3";"";"64";"Wind blowing from the north-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.03.2018 12:00";"1.1";"749.5";"761.3";"";"77";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.03.2018 09:00";"0.3";"748.8";"760.6";"";"86";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.03.2018 06:00";"0.5";"747.3";"759.1";"";"91";"Wind blowing from the north-west";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"28.03.2018 03:00";"1.1";"746.6";"758.3";"";"86";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.03.2018 00:00";"2.7";"746.0";"757.6";"";"81";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.03.2018 21:00";"4.3";"745.2";"756.8";"";"69";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.03.2018 18:00";"6.7";"743.9";"755.3";"";"55";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.03.2018 15:00";"6.9";"743.9";"755.3";"";"53";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.03.2018 12:00";"5.0";"744.6";"756.1";"";"50";"Wind blowing from the north";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.03.2018 09:00";"1.0";"745.1";"756.8";"";"94";"Wind blowing from the north-west";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"1.7";"";"";"";"";"";"";"";
"27.03.2018 06:00";"0.5";"745.9";"757.6";"";"90";"Calm, no wind";"0";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";"";
"27.03.2018 03:00";"0.7";"747.4";"759.1";"";"90";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.03.2018 00:00";"-1.4";"748.7";"760.6";"";"74";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.03.2018 21:00";"0.7";"749.5";"761.3";"";"56";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.03.2018 18:00";"4.3";"749.7";"761.3";"";"52";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.03.2018 15:00";"4.2";"751.1";"762.8";"";"49";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.03.2018 12:00";"1.3";"751.8";"763.6";"";"61";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.03.2018 09:00";"-2.6";"752.3";"764.3";"";"76";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.03.2018 06:00";"-6.4";"753.0";"765.1";"";"88";"Wind blowing from the south";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"26.03.2018 03:00";"-4.2";"753.0";"765.1";"";"72";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.03.2018 00:00";"-1.6";"753.2";"765.1";"";"65";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.03.2018 21:00";"0.3";"752.5";"764.3";"";"57";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.03.2018 18:00";"3.7";"751.9";"763.6";"";"41";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.03.2018 15:00";"4.1";"752.6";"764.3";"";"41";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.03.2018 12:00";"2.3";"752.5";"764.3";"";"52";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.03.2018 09:00";"-5.2";"751.5";"763.6";"";"88";"Calm, no wind";"0";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"25.03.2018 06:00";"-10.9";"750.5";"762.8";"";"96";"Calm, no wind";"0";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
"25.03.2018 02:00";"-9.4";"749.9";"762.1";"";"95";"Calm, no wind";"0";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"24.03.2018 23:00";"-6.4";"749.2";"761.3";"";"86";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.03.2018 20:00";"-1.8";"747.2";"759.1";"";"69";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.03.2018 17:00";"3.0";"746.0";"757.6";"";"54";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.03.2018 14:00";"3.1";"744.5";"756.1";"";"56";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.03.2018 11:00";"1.2";"744.4";"756.1";"";"55";"Wind blowing from the north-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.03.2018 08:00";"-5.2";"743.4";"755.3";"";"70";"Wind blowing from the north-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.03.2018 05:00";"-11.5";"742.4";"754.6";"";"90";"Calm, no wind";"0";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"24.03.2018 02:00";"-8.4";"742.5";"754.6";"";"92";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";"";
"23.03.2018 23:00";"-6.6";"743.3";"755.3";"";"83";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"23.03.2018 20:00";"-4.6";"744.2";"756.1";"";"65";"Wind blowing from the east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"23.03.2018 17:00";"-1.6";"744.3";"756.1";"";"52";"Wind blowing from the east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"23.03.2018 14:00";"-0.1";"745.8";"757.6";"";"45";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"23.03.2018 11:00";"-1.8";"747.2";"759.1";"";"53";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"23.03.2018 08:00";"-10.7";"748.3";"760.6";"";"88";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"23.03.2018 05:00";"-13.5";"749.7";"762.1";"";"85";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"23.03.2018 02:00";"-9.2";"749.9";"762.1";"";"79";"Wind blowing from the north";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"22.03.2018 23:00";"-7.6";"751.4";"763.6";"";"64";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"22.03.2018 20:00";"-4.2";"751.6";"763.6";"";"61";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"22.03.2018 17:00";"0.5";"751.0";"762.8";"";"65";"Wind blowing from the south-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"22.03.2018 14:00";"-0.2";"751.7";"763.6";"";"48";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"22.03.2018 11:00";"-1.8";"752.4";"764.3";"";"60";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"22.03.2018 08:00";"-4.4";"751.6";"763.6";"";"81";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"22.03.2018 05:00";"-2.8";"750.8";"762.8";"";"86";"Wind blowing from the north-west";"5";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";"";
"22.03.2018 02:00";"-3.8";"750.1";"762.1";"";"92";"Wind blowing from the west";"3";"";"";"";"Snow shower(s), moderate or heavy. ";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"21.03.2018 23:00";"-3.6";"750.1";"762.1";"";"69";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"21.03.2018 20:00";"-1.6";"750.2";"762.1";"";"70";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"21.03.2018 17:00";"-1.2";"748.8";"760.6";"";"63";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"21.03.2018 14:00";"-2.4";"747.9";"759.8";"";"68";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"21.03.2018 11:00";"-3.3";"746.4";"758.3";"";"68";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"21.03.2018 08:00";"-6.2";"744.8";"756.8";"";"91";"Wind blowing from the west";"3";"";"";"";" ";"Snow and/or other types of solid precipitation";"";"";"";"";"";"";"";"";"3.6";"";"";"";"";"";"";"";
"21.03.2018 05:00";"-6.9";"744.1";"756.1";"";"91";"Wind blowing from the north-west";"3";"";"";"";" ";"Snow and/or other types of solid precipitation";"";"";"";"";"";"";"";"";"3.0";"";"";"";"";"";"";"";
"21.03.2018 02:00";"-6.9";"744.1";"756.1";"";"91";"Wind blowing from the north-west";"2";"";"";"";" ";"Snow and/or other types of solid precipitation";"";"";"";"";"";"";"";"";"2.8";"";"";"";"";"";"";"";
"20.03.2018 23:00";"-6.8";"744.8";"756.8";"";"88";"Wind blowing from the north-east";"1";"";"";"";" ";"Snow and/or other types of solid precipitation";"";"";"";"";"";"";"";"";"2.7";"";"";"";"";"";"";"";
"20.03.2018 20:00";"-6.8";"744.8";"756.8";"";"88";"Wind blowing from the north-east";"3";"";"";"";" ";"Snow and/or other types of solid precipitation";"";"";"";"";"";"";"";"";"2.5";"";"";"";"";"";"";"";
"20.03.2018 17:00";"-6.6";"745.6";"757.6";"";"88";"Wind blowing from the north-east";"3";"";"";"";" ";"Snow and/or other types of solid precipitation";"";"";"";"";"";"";"";"";"2.7";"";"";"";"";"";"";"";
"20.03.2018 14:00";"-6.4";"746.3";"758.3";"";"78";"Wind blowing from the east";"4";"";"";"";" ";"Snow and/or other types of solid precipitation";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";"";
"20.03.2018 11:00";"-7.0";"747.7";"759.8";"";"72";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"20.03.2018 08:00";"-10.1";"748.4";"760.6";"";"84";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"20.03.2018 05:00";"-12.1";"748.9";"761.3";"";"81";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"20.03.2018 02:00";"-10.1";"749.8";"762.1";"";"68";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"19.03.2018 23:00";"-9.4";"749.9";"762.1";"";"66";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"19.03.2018 20:00";"-7.0";"750.0";"762.1";"";"55";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"19.03.2018 17:00";"-4.0";"750.1";"762.1";"";"50";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"19.03.2018 14:00";"-4.2";"750.8";"762.8";"";"47";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"19.03.2018 11:00";"-7.0";"751.4";"763.6";"";"55";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"19.03.2018 08:00";"-10.3";"751.3";"763.6";"";"59";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"19.03.2018 05:00";"-10.5";"752.0";"764.3";"";"59";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"19.03.2018 02:00";"-10.5";"752.8";"765.1";"";"58";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"18.03.2018 23:00";"-10.1";"752.8";"765.1";"";"57";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"18.03.2018 20:00";"-9.4";"752.0";"764.3";"";"57";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"18.03.2018 17:00";"-9.0";"752.0";"764.3";"";"58";"Wind blowing from the north-east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"18.03.2018 14:00";"-8.2";"752.1";"764.3";"";"54";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"18.03.2018 11:00";"-8.6";"751.4";"763.6";"";"56";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"18.03.2018 08:00";"-9.6";"751.3";"763.6";"";"56";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"18.03.2018 05:00";"-9.6";"750.5";"762.8";"";"59";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"18.03.2018 02:00";"-9.0";"749.9";"762.1";"";"61";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.03.2018 23:00";"-7.9";"749.1";"761.3";"";"72";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.03.2018 20:00";"-6.8";"747.7";"759.8";"";"86";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.03.2018 17:00";"-4.8";"745.6";"757.6";"";"91";"Wind blowing from the north-east";"5";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";"";
"17.03.2018 14:00";"-3.1";"742.8";"754.6";"";"93";"Wind blowing from the north-east";"5";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";"";
"17.03.2018 11:00";"-1.8";"739.1";"750.8";"";"94";"Wind blowing from the north-east";"4";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
"17.03.2018 08:00";"-1.2";"739.1";"750.8";"";"95";"Wind blowing from the north-east";"5";"";"";"";" ";"Snow and/or other types of solid precipitation";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";"";
"17.03.2018 05:00";"-1.2";"741.4";"753.1";"";"95";"Wind blowing from the north-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";"";
"17.03.2018 02:00";"-2.2";"744.3";"756.1";"";"94";"Wind blowing from the north-east";"5";"";"";"";" ";"Snow and/or other types of solid precipitation";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";"";
"16.03.2018 23:00";"-2.6";"745.7";"757.6";"";"93";"Wind blowing from the north-east";"5";"";"";"";" ";"Snow and/or other types of solid precipitation";"";"";"";"";"";"";"";"";"4.5";"";"";"";"";"";"";"";
"16.03.2018 20:00";"-2.2";"746.4";"758.3";"";"89";"Wind blowing from the north-east";"5";"";"";"";" ";"Snow and/or other types of solid precipitation";"";"";"";"";"";"";"";"";"4.2";"";"";"";"";"";"";"";
"16.03.2018 17:00";"-1.4";"747.3";"759.1";"";"86";"Wind blowing from the north-east";"3";"";"";"";" ";"Snow and/or other types of solid precipitation";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
